register_id,name,created,modified,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,values_id,values_attribute_id,values_attribute_name,values_value,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_lat,geo_epgs_4326_lon,año_creacion,decada,periodo,periodo_modernizacion
﻿92086027617,Centre de Formació de Persones Adultes Trinitat Vella,1988-07-06 22:00:00+00:00,2023-03-09 14:06:06.437817+00:00,187400,C Madriguera,38,38.0,57,la Trinitat Vella,9,Sant Andreu,08033,BARCELONA,True,167835.0,20001.0,Tel.,933119357,56733068,Adults,Planol BCN >> Educació >> Ensenyament no reglat >> Adults,65103003002000,432456.3201010444,4589012.166733258,41.44985003048387,2.1913597349769423,1988,1980.0,1980-1990,Antiguos
﻿75990263527,Escola Accent Idiomes *Puigcerdà,1996-11-24 23:00:00+00:00,2023-10-03 08:40:06.977446+00:00,270107,C Puigcerdà,265,265.0,73,la Verneda i la Pau,10,Sant Martí,08020,BARCELONA,True,148331.0,20001.0,Tel.,933052306,56733069,Idiomes,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,65103003002001,433296.2705938508,4585779.442393738,41.420804161838646,2.2017715839885703,1996,1990.0,1991-2000,Intermedios
﻿99400666054,Acadèmia d'Anglès BeKith,1996-09-17 22:00:00+00:00,2022-09-17 09:26:11.051183+00:00,20405,Carrer de l'Arc de Sant Cristòfol,11,23.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,08003,Barcelona,True,401422.0,20001.0,Tel.,934 817 475​,56733069,Idiomes,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,65103003002001,431350.60688066005,4582115.02238328,41.387636028001225,2.1789061364446507,1996,,1991-2000,Intermedios
﻿75990599606,Bcn Languages Eixample *Rbla Catalunya,1999-07-02 22:00:00+00:00,2023-10-03 08:15:54.796875+00:00,74506,Rbla Catalunya,22,22.0,7,la Dreta de l'Eixample,2,Eixample,08007,BARCELONA,True,155950.0,20001.0,Tel.,933177119,56733069,Idiomes,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,65103003002001,430310.7473044146,4582290.15782007,41.38912399959915,2.1664498075695624,1999,1990.0,1991-2000,Intermedios
﻿92316201010,Centre de Formació de Persones Adultes Canyelles,1992-11-10 23:00:00+00:00,2022-09-17 02:59:04.789864+00:00,700817,C Juan Ramón Jiménez,14,14.0,49,Canyelles,8,Nou Barris,08042,BARCELONA,True,172969.0,20001.0,Tel.,934285904,56733068,Adults,Planol BCN >> Educació >> Ensenyament no reglat >> Adults,65103003002000,430054.2935484532,4588299.794182768,41.44322826818239,2.16268780698557,1992,1990.0,1991-2000,Antiguos
﻿75990169953,Centre d'Estudis Politècnics,1996-09-17 22:00:00+00:00,2023-10-03 08:03:16.919375+00:00,232902,Pl Urquinaona,10,10.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,08010,BARCELONA,True,145690.0,20001.0,Tel.,933020224,56733068,Adults,Planol BCN >> Educació >> Ensenyament no reglat >> Adults,65103003002000,430882.0017620802,4582240.58942099,41.38872684298498,2.173287528479757,1996,1990.0,1991-2000,Intermedios
﻿75990169953,Centre d'Estudis Politècnics,1996-09-17 22:00:00+00:00,2023-10-03 08:03:16.919375+00:00,232902,Pl Urquinaona,10,10.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,08010,BARCELONA,True,145690.0,20001.0,Tel.,933020224,56732069,Educació secundària,Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària,65103003001001,430882.0017620802,4582240.58942099,41.38872684298498,2.173287528479757,1996,1990.0,1991-2000,Intermedios
﻿75990169953,Centre d'Estudis Politècnics,1996-09-17 22:00:00+00:00,2023-10-03 08:03:16.919375+00:00,232902,Pl Urquinaona,10,10.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,08010,BARCELONA,True,145690.0,20001.0,Tel.,933020224,56732073,Formació professional,Planol BCN >> Educació >> Ensenyament reglat >> Formació professional,65103003001005,430882.0017620802,4582240.58942099,41.38872684298498,2.173287528479757,1996,1990.0,1991-2000,Intermedios
﻿99400090280,Meca-Ràpid *Via Augusta,2004-06-14 10:19:15+00:00,2022-09-17 04:18:06.313464+00:00,28000,Via Augusta,164,164.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,08006,BARCELONA,True,210843.0,20001.0,Tel.,932009119,56733070,Informàtica,Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica,65103003002002,428419.47144150914,4583445.459154294,41.39936326869713,2.143694173376436,2004,2000.0,2001-2010,Intermedios
﻿75990040320,Escola Big Ben Idiomes,1996-09-17 22:00:00+00:00,2023-10-03 08:45:29.010770+00:00,84907,Pl Comas,15,15.0,19,les Corts,4,Les Corts,08028,BARCELONA,True,137715.0,20001.0,Tel.,933218573,56733069,Idiomes,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,65103003002001,427277.888861628,4581927.091724085,41.385585529549886,2.130221426968681,1996,1990.0,1991-2000,Intermedios
﻿98307132623,Centre de Formació de Persones Adultes Rius i Taulet,1998-11-02 23:00:00+00:00,2022-07-15 10:30:49.967989+00:00,267000,Av Príncep d'Astúries,23,23.0,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,08012,BARCELONA,True,200808.0,20001.0,Tel.,932371309,56733068,Adults,Planol BCN >> Educació >> Ensenyament no reglat >> Adults,65103003002000,428943.3132684167,4583839.816418481,41.40296155638927,2.1499138529317703,1998,1990.0,1991-2000,Intermedios
﻿98307172930,Centre de Formació de Persones Adultes Pegaso,1998-11-02 23:00:00+00:00,2022-09-17 03:43:46.271369+00:00,700103,C Segadors,2,2.0,60,Sant Andreu,9,Sant Andreu,08030,BARCELONA,True,200891.0,20001.0,Tel.,933464362,56733068,Adults,Planol BCN >> Educació >> Ensenyament no reglat >> Adults,65103003002000,432513.2118355858,4587582.861665322,41.43698157136573,2.1922004613303185,1998,1990.0,1991-2000,Intermedios
﻿75990051145,Centre d'Estudis Language,1996-09-17 22:00:00+00:00,2023-10-03 08:19:18.334252+00:00,110304,Enric Granados,149,149.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,08008,BARCELONA,True,137636.0,20001.0,Tel.,932008741,56733069,Idiomes,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,65103003002001,429231.38066945184,4582890.323740375,41.39443523748366,2.153470764865681,1996,1990.0,1991-2000,Intermedios
﻿92168165119,Aula de Formació de Persones Adultes Ciutat Meridiana,1986-05-08 22:00:00+00:00,2024-09-16 11:03:45.313131+00:00,252207,C Perafita,1,1.0,55,Ciutat Meridiana,8,Nou Barris,08033,BARCELONA,True,171791.0,20001.0,Tel.,933594566,56733068,Adults,Planol BCN >> Educació >> Ensenyament no reglat >> Adults,65103003002000,430834.3556023217,4590140.619419542,41.459875404545535,2.1718140471918344,1986,1980.0,1980-1990,Antiguos
﻿75990349520,"CEV, Centre de Comunicació, Imatge i So",1996-09-17 22:00:00+00:00,2023-10-03 08:39:26.334715+00:00,253902,Carrer del Perú,174,176.0,71,Provençals del Poblenou,10,Sant Martí,08020,Barcelona,False,151801.0,20001.0,Tel.,931762343,56733070,Informàtica,Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica,65103003002002,433239.842,4584813.714,41.41210144132233,2.201202960160327,1996,1990.0,1991-2000,Intermedios
﻿75990349520,"CEV, Centre de Comunicació, Imatge i So",1996-09-17 22:00:00+00:00,2023-10-03 08:39:26.334715+00:00,253902,Carrer del Perú,174,176.0,71,Provençals del Poblenou,10,Sant Martí,08020,Barcelona,False,151801.0,20001.0,Tel.,931762343,56732069,Educació secundària,Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària,65103003001001,433239.842,4584813.714,41.41210144132233,2.201202960160327,1996,1990.0,1991-2000,Intermedios
﻿75990349520,"CEV, Centre de Comunicació, Imatge i So",1996-09-17 22:00:00+00:00,2023-10-03 08:39:26.334715+00:00,253902,Carrer del Perú,174,176.0,71,Provençals del Poblenou,10,Sant Martí,08020,Barcelona,False,151801.0,20001.0,Tel.,931762343,56732073,Formació professional,Planol BCN >> Educació >> Ensenyament reglat >> Formació professional,65103003001005,433239.842,4584813.714,41.41210144132233,2.201202960160327,1996,1990.0,1991-2000,Intermedios
﻿75990426034,CENEC Barcelona 97 S.L.,1997-03-21 23:00:00+00:00,2023-10-03 08:38:43.856200+00:00,58554,Can Bruixa,16,16.0,19,les Corts,4,Les Corts,08028,BARCELONA,True,153221.0,20001.0,Tel.,934097680,56733070,Informàtica,Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica,65103003002002,427386.6408488128,4581721.640752392,41.383744938832216,2.1315466129751828,1997,1990.0,1991-2000,Intermedios
﻿75990231792,Liberty School,1996-09-17 22:00:00+00:00,2023-10-03 08:16:38.107093+00:00,90502,Còrsega,574,574.0,6,la Sagrada Família,2,Eixample,08025,BARCELONA,True,146824.0,20001.0,Tel.,934566915,56733069,Idiomes,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,65103003002001,431018.88399409794,4584374.890630158,41.40796155669145,2.174681435299524,1996,1990.0,1991-2000,Intermedios
﻿75990231795,Callan School Barcelona *Via Augusta,1996-09-17 22:00:00+00:00,2023-10-03 08:40:13.181848+00:00,28000,Via Augusta,6,6.0,31,la Vila de Gràcia,6,Gràcia,08006,BARCELONA,True,146825.0,20001.0,Tel.,934155452,56733069,Idiomes,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,65103003002001,429393.1030499821,4583118.364549592,41.39650333340945,2.155378485344817,1996,1990.0,1991-2000,Intermedios
﻿75990063946,Escola Berlitz *Avinguda Diagonal,1996-09-17 22:00:00+00:00,2023-10-03 08:18:16.796208+00:00,144601,Av Diagonal,382,382.0,7,la Dreta de l'Eixample,2,Eixample,08037,BARCELONA,True,139152.0,20001.0,Tel.,932150100,56733069,Idiomes,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,65103003002001,430512.81211205054,4583395.853074766,41.39910011418824,2.1687395819177056,1996,1990.0,1991-2000,Intermedios
﻿75990014077,Centre de Formació d'Adults CETUC,1996-09-16 22:00:00+00:00,2023-10-03 08:45:42.981354+00:00,11200,C Almogàvers,68,68.0,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,08018,BARCELONA,True,134988.0,20001.0,Tel.,933009879,56733068,Adults,Planol BCN >> Educació >> Ensenyament no reglat >> Adults,65103003002000,432074.5880301257,4582933.904898291,41.39507293209267,2.1874727721896017,1996,1990.0,1991-2000,Intermedios
﻿75990169608,Escola CEPI-BASE,1996-09-17 22:00:00+00:00,2023-10-03 08:17:50.506684+00:00,32700,C Balmes,114,114.0,7,la Dreta de l'Eixample,2,Eixample,08008,BARCELONA,True,145770.0,20001.0,Tel.,934547305,56733070,Informàtica,Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica,65103003002002,429627.8228552997,4582706.295618465,41.39281254950061,2.158233870016692,1996,1990.0,1991-2000,Intermedios
﻿99400090285,Meca-Ràpid *Av Meridiana,2004-06-14 10:44:03+00:00,2022-09-17 04:18:08.279206+00:00,209900,Av Meridiana,326,326.0,61,la Sagrera,9,Sant Andreu,08027,BARCELONA,True,210844.0,20001.0,Tel.,933400358,56733069,Idiomes,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,65103003002001,432077.120324793,4586307.359005979,41.4254567920414,2.187124388138771,2004,2000.0,2001-2010,Intermedios
﻿99400090285,Meca-Ràpid *Av Meridiana,2004-06-14 10:44:03+00:00,2022-09-17 04:18:08.279206+00:00,209900,Av Meridiana,326,326.0,61,la Sagrera,9,Sant Andreu,08027,BARCELONA,True,210844.0,20001.0,Tel.,933400358,56733070,Informàtica,Planol BCN >> Educació >> Ensenyament no reglat >> Informàtica,65103003002002,432077.120324793,4586307.359005979,41.4254567920414,2.187124388138771,2004,2000.0,2001-2010,Intermedios
﻿99400709015,My English House Eixample,1996-09-17 22:00:00+00:00,2023-03-28 11:46:30.599446+00:00,268003,Carrer de Provença,29,29.0,9,la Nova Esquerra de l'Eixample,2,Eixample,08029,Barcelona,True,511254.0,20001.0,Tel.,611678771,56733069,Idiomes,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,65103003002001,428621.796,4581675.873,41.38344325990857,2.146322832654896,1996,,1991-2000,Intermedios
﻿92086000446,Escola Oficial d'Idiomes Barcelona - Drassanes,1989-10-08 23:00:00+00:00,2021-07-19 20:02:22.306089+00:00,140203,Av Drassanes,14,14.0,1,el Raval,1,Ciutat Vella,08001,BARCELONA,True,159282.0,20003.0,Centraleta,933249330,56733069,Idiomes,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,65103003002001,430879.7430550427,4580921.493294309,41.376845947273495,2.173410985764786,1989,1980.0,1980-1990,Antiguos
﻿362103839,Centre d'Autoformació Freire,2000-12-26 23:00:00+00:00,2022-09-17 00:20:57.611428+00:00,701346,C Antoni Gilabert i Bonet,55,55.0,51,Verdun,8,Nou Barris,08042,BARCELONA,True,130413.0,20001.0,Tel.,933534419,56733068,Adults,Planol BCN >> Educació >> Ensenyament no reglat >> Adults,65103003002000,431164.30275025376,4588441.083034298,41.44459674193996,2.1759581720892,2000,2000.0,1991-2000,Intermedios
﻿75990212086,Escola Today School *València,1996-09-17 22:00:00+00:00,2023-10-03 08:40:45.841289+00:00,350308,C València,610,610.0,64,el Camp de l'Arpa del Clot,10,Sant Martí,08026,BARCELONA,True,147147.0,20001.0,Tel.,932444014,56733069,Idiomes,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,65103003002001,431966.05775860447,4584547.673137206,41.40959847927924,2.1859932829940654,1996,1990.0,1991-2000,Intermedios
﻿92086007303,Institut Obert de Catalunya,1984-05-29 22:00:00+00:00,2023-02-01 14:33:33.407712+00:00,198804,Av Paral.lel,71,71.0,11,el Poble-sec,3,Sants-Montjuïc,08004,BARCELONA,True,162257.0,20001.0,Tel.,933476100,56733068,Adults,Planol BCN >> Educació >> Ensenyament no reglat >> Adults,65103003002000,430450.8092717732,4580699.945369046,41.37481357415832,2.168307428596343,1984,1980.0,1980-1990,Antiguos
﻿92086007303,Institut Obert de Catalunya,1984-05-29 22:00:00+00:00,2023-02-01 14:33:33.407712+00:00,198804,Av Paral.lel,71,71.0,11,el Poble-sec,3,Sants-Montjuïc,08004,BARCELONA,True,162257.0,20001.0,Tel.,933476100,56733069,Idiomes,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,65103003002001,430450.8092717732,4580699.945369046,41.37481357415832,2.168307428596343,1984,1980.0,1980-1990,Antiguos
﻿92086007303,Institut Obert de Catalunya,1984-05-29 22:00:00+00:00,2023-02-01 14:33:33.407712+00:00,198804,Av Paral.lel,71,71.0,11,el Poble-sec,3,Sants-Montjuïc,08004,BARCELONA,True,162257.0,20001.0,Tel.,933476100,56732069,Educació secundària,Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària,65103003001001,430450.8092717732,4580699.945369046,41.37481357415832,2.168307428596343,1984,1980.0,1980-1990,Antiguos
﻿92086007303,Institut Obert de Catalunya,1984-05-29 22:00:00+00:00,2023-02-01 14:33:33.407712+00:00,198804,Av Paral.lel,71,71.0,11,el Poble-sec,3,Sants-Montjuïc,08004,BARCELONA,True,162257.0,20001.0,Tel.,933476100,56732073,Formació professional,Planol BCN >> Educació >> Ensenyament reglat >> Formació professional,65103003001005,430450.8092717732,4580699.945369046,41.37481357415832,2.168307428596343,1984,1980.0,1980-1990,Antiguos
﻿94335141616,Centre de Formació de Persones Adultes Manuel Sacristán,1994-11-30 23:00:00+00:00,2022-09-17 03:11:35.580268+00:00,177101,Via Laietana,16,16.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,08003,BARCELONA,True,180189.0,20001.0,Tel.,934812767,56733068,Adults,Planol BCN >> Educació >> Ensenyament no reglat >> Adults,65103003002000,431400.76383845625,4581658.102210816,41.38352496014894,2.179557724866499,1994,1990.0,1991-2000,Antiguos
﻿99400059887,Escola Oficial d'Idiomes Barcelona III - Sant Gervasi,2003-09-04 11:57:12+00:00,2024-02-15 13:07:24.223016+00:00,267000,Avinguda de la Riera de Cassoles,23,23.0,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,08012,Barcelona,True,207595.0,20001.0,Tel.,932411633,56733069,Idiomes,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,65103003002001,428943.3132684167,4583839.816418481,41.40296155638927,2.1499138529317703,2003,2000.0,2001-2010,Intermedios
﻿99400059894,Escola Oficial d'Idiomes Barcelona V - Sants,2003-09-04 12:09:47+00:00,2021-08-31 08:02:06.068500+00:00,88001,C Comtes de Bell-lloc,85,85.0,18,Sants,3,Sants-Montjuïc,08014,BARCELONA,True,207596.0,20001.0,Tel.,936671894,56733069,Idiomes,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,65103003002001,427869.6442354749,4581338.504595048,41.380337628298,2.137368293468205,2003,2000.0,2001-2010,Intermedios
﻿92086033381,Centre de Formació de Persones Adultes Montserrat Roig,1990-07-26 22:00:00+00:00,2022-09-17 02:44:06.329562+00:00,346800,Rbla Poblenou,130,130.0,68,el Poblenou,10,Sant Martí,08018,BARCELONA,True,167950.0,20001.0,Tel.,932 564 935,56733068,Adults,Planol BCN >> Educació >> Ensenyament no reglat >> Adults,65103003002000,432908.5687224408,4583952.345130873,41.40431575391908,2.197335085345547,1990,1990.0,1980-1990,Antiguos
﻿92168172716,Centre Educatiu Jesuïtes del Clot,1986-05-05 22:00:00+00:00,2022-08-26 12:24:17.222705+00:00,350308,C València,680,680.0,65,el Clot,10,Sant Martí,08027,BARCELONA,True,172837.0,20001.0,Tel.,933 525 052,56731069,Ensenyament infantil (3-6 anys),Planol BCN >> Educació >> Ensenyament infantil >> Ensenyament infantil (3-6 anys),65103003000001,432363.55381968745,4584935.60743451,41.41312603124579,2.1907053886762484,1986,1980.0,1980-1990,Antiguos
﻿92168172716,Centre Educatiu Jesuïtes del Clot,1986-05-05 22:00:00+00:00,2022-08-26 12:24:17.222705+00:00,350308,C València,680,680.0,65,el Clot,10,Sant Martí,08027,BARCELONA,True,172837.0,20001.0,Tel.,933 525 052,56733068,Adults,Planol BCN >> Educació >> Ensenyament no reglat >> Adults,65103003002000,432363.55381968745,4584935.60743451,41.41312603124579,2.1907053886762484,1986,1980.0,1980-1990,Antiguos
﻿92168172716,Centre Educatiu Jesuïtes del Clot,1986-05-05 22:00:00+00:00,2022-08-26 12:24:17.222705+00:00,350308,C València,680,680.0,65,el Clot,10,Sant Martí,08027,BARCELONA,True,172837.0,20001.0,Tel.,933 525 052,56732068,Educació primària,Planol BCN >> Educació >> Ensenyament reglat >> Educació primària,65103003001000,432363.55381968745,4584935.60743451,41.41312603124579,2.1907053886762484,1986,1980.0,1980-1990,Antiguos
﻿92168172716,Centre Educatiu Jesuïtes del Clot,1986-05-05 22:00:00+00:00,2022-08-26 12:24:17.222705+00:00,350308,C València,680,680.0,65,el Clot,10,Sant Martí,08027,BARCELONA,True,172837.0,20001.0,Tel.,933 525 052,56732069,Educació secundària,Planol BCN >> Educació >> Ensenyament reglat >> Educació secundària,65103003001001,432363.55381968745,4584935.60743451,41.41312603124579,2.1907053886762484,1986,1980.0,1980-1990,Antiguos
﻿92168172716,Centre Educatiu Jesuïtes del Clot,1986-05-05 22:00:00+00:00,2022-08-26 12:24:17.222705+00:00,350308,C València,680,680.0,65,el Clot,10,Sant Martí,08027,BARCELONA,True,172837.0,20001.0,Tel.,933 525 052,56732073,Formació professional,Planol BCN >> Educació >> Ensenyament reglat >> Formació professional,65103003001005,432363.55381968745,4584935.60743451,41.41312603124579,2.1907053886762484,1986,1980.0,1980-1990,Antiguos
﻿99400319847,Escola d'Arab Cadmus,2013-06-11 12:01:04+00:00,2024-02-29 11:22:12.125991+00:00,177101,Via Laietana,45,45.0,2,el Barri Gòtic,1,Ciutat Vella,08003,Barcelona,True,225734.0,20001.0,Tel.,670267458,56733069,Idiomes,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,65103003002001,431017.166,4582013.943,41.38669711095214,2.1749298602913743,2013,2010.0,2011-2020,Modernos
﻿99400271213,Centre de Formació d'Adults Campus 25,2011-05-24 10:16:06+00:00,2022-09-17 05:39:54.740177+00:00,98005,C Daoíz i Velarde,2,2.0,18,Sants,3,Sants-Montjuïc,08028,BARCELONA,True,224306.0,20001.0,Tel.,934902226,56733068,Adults,Planol BCN >> Educació >> Ensenyament no reglat >> Adults,65103003002000,427592.3670695791,4580696.169805674,41.37452746073557,2.1341293388224445,2011,2010.0,2011-2020,Modernos
﻿99400319127,Centre Educatiu Forma't,2013-05-30 08:50:35+00:00,2024-07-19 08:51:20.856609+00:00,362602,C Vilardell,38,38.0,15,Hostafrancs,3,Sants-Montjuïc,08014,BARCELONA,True,225655.0,20001.0,Tel.,934326112,56733068,Adults,Planol BCN >> Educació >> Ensenyament no reglat >> Adults,65103003002000,428400.7272107012,4580686.70907023,41.37451457608572,2.143796010890021,2013,2010.0,2011-2020,Modernos
﻿99400319127,Centre Educatiu Forma't,2013-05-30 08:50:35+00:00,2024-07-19 08:51:20.856609+00:00,362602,C Vilardell,38,38.0,15,Hostafrancs,3,Sants-Montjuïc,08014,BARCELONA,True,225655.0,20001.0,Tel.,934326112,56732073,Formació professional,Planol BCN >> Educació >> Ensenyament reglat >> Formació professional,65103003001005,428400.7272107012,4580686.70907023,41.37451457608572,2.143796010890021,2013,2010.0,2011-2020,Modernos
﻿99400513274,Monumental English School,2017-06-14 07:28:10+00:00,2022-09-17 07:01:06.179791+00:00,197302,C Marina,142,142.0,5,el Fort Pienc,2,Eixample,08013,BARCELONA,True,229848.0,20001.0,Tel.,662013386,56733069,Idiomes,Planol BCN >> Educació >> Ensenyament no reglat >> Idiomes,65103003002001,431750.07412348455,4583231.0769340135,41.39772199626601,2.183557802706244,2017,2010.0,2011-2020,Modernos
